Passengers,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,AgeGroup,FareGroup
640,Died,3,"Thorneycroft, Mr. Percival",male,NA,1,0,376564,16.1,NA,S,NA,Under 50
47,Died,3,"Lennon, Mr. Denis",male,NA,1,0,370371,15.5,NA,Q,NA,Under 50
365,Died,3,"O'Brien, Mr. Thomas",male,NA,1,0,370365,15.5,NA,Q,NA,Under 50
719,Died,3,"McEvoy, Mr. Michael",male,NA,0,0,36568,15.5,NA,Q,NA,Under 50
141,Died,3,"Boulos, Mrs. Joseph (Sultana)",female,NA,0,2,2678,15.2458,NA,C,NA,Under 50
498,Died,3,"Shellard, Mr. Frederick William",male,NA,0,0,C.A. 6212,15.1,NA,S,NA,Under 50
182,Died,2,"Pernot, Mr. Rene",male,NA,0,0,SC/PARIS 2131,15.05,NA,C,NA,Under 50
539,Died,3,"Risien, Mr. Samuel Beard",male,NA,0,0,364498,14.5,NA,S,NA,Under 50
761,Died,3,"Garfirth, Mr. John",male,NA,0,0,358585,14.5,NA,S,NA,Under 50
496,Died,3,"Yousseff, Mr. Gerious",male,NA,0,0,2627,14.4583,NA,C,NA,Under 50
579,Died,3,"Caram, Mrs. Joseph (Maria Elias)",female,NA,1,0,2689,14.4583,NA,C,NA,Under 50
241,Died,3,"Zabour, Miss. Thamine",female,NA,1,0,2665,14.4542,NA,C,NA,Under 50
869,Died,3,"van Melkebeke, Mr. Philemon",male,NA,0,0,345777,9.5,NA,S,NA,Under 50
585,Died,3,"Paulner, Mr. Uscher",male,NA,0,0,3411,8.7125,NA,C,NA,Under 50
159,Died,3,"Smiljanic, Mr. Mile",male,NA,0,0,315037,8.6625,NA,S,NA,Under 50
6,Died,3,"Moran, Mr. James",male,NA,0,0,330877,8.4583,NA,Q,NA,Under 50
681,Died,3,"Peters, Miss. Katie",female,NA,0,0,330935,8.1375,NA,Q,NA,Under 50
46,Died,3,"Rogers, Mr. William John",male,NA,0,0,S.C./A.4. 23567,8.05,NA,S,NA,Under 50
78,Died,3,"Moutal, Mr. Rahamin Haim",male,NA,0,0,374746,8.05,NA,S,NA,Under 50
88,Died,3,"Slocovski, Mr. Selman Francis",male,NA,0,0,SOTON/OQ 392086,8.05,NA,S,NA,Under 50
96,Died,3,"Shorney, Mr. Charles Joseph",male,NA,0,0,374910,8.05,NA,S,NA,Under 50
122,Died,3,"Moore, Mr. Leonard Charles",male,NA,0,0,A4. 54510,8.05,NA,S,NA,Under 50
305,Died,3,"Williams, Mr. Howard Hugh ""Harry""",male,NA,0,0,A/5 2466,8.05,NA,S,NA,Under 50
416,Died,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,NA,0,0,343095,8.05,NA,S,NA,Under 50
455,Died,3,"Peduzzi, Mr. Joseph",male,NA,0,0,A/5 2817,8.05,NA,S,NA,Under 50
465,Died,3,"Maisner, Mr. Simon",male,NA,0,0,A/S 2816,8.05,NA,S,NA,Under 50
512,Died,3,"Webber, Mr. James",male,NA,0,0,SOTON/OQ 3101316,8.05,NA,S,NA,Under 50
564,Died,3,"Simmons, Mr. John",male,NA,0,0,SOTON/OQ 392082,8.05,NA,S,NA,Under 50
565,Died,3,"Meanwell, Miss. (Marion Ogden)",female,NA,0,0,SOTON/O.Q. 392087,8.05,NA,S,NA,Under 50
590,Died,3,"Murdlin, Mr. Joseph",male,NA,0,0,A./5. 3235,8.05,NA,S,NA,Under 50
838,Died,3,"Sirota, Mr. Maurice",male,NA,0,0,392092,8.05,NA,S,NA,Under 50
30,Died,3,"Todoroff, Mr. Lalio",male,NA,0,0,349216,7.8958,NA,S,NA,Under 50
43,Died,3,"Kraeff, Mr. Theodor",male,NA,0,0,349253,7.8958,NA,C,NA,Under 50
77,Died,3,"Staneff, Mr. Ivan",male,NA,0,0,349208,7.8958,NA,S,NA,Under 50
102,Died,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,NA,0,0,349215,7.8958,NA,S,NA,Under 50
224,Died,3,"Nenkoff, Mr. Christo",male,NA,0,0,349234,7.8958,NA,S,NA,Under 50
336,Died,3,"Denkoff, Mr. Mitto",male,NA,0,0,349225,7.8958,NA,S,NA,Under 50
385,Died,3,"Plotcharsky, Mr. Vasil",male,NA,0,0,349227,7.8958,NA,S,NA,Under 50
411,Died,3,"Sdycoff, Mr. Todor",male,NA,0,0,349222,7.8958,NA,S,NA,Under 50
421,Died,3,"Gheorgheff, Mr. Stanio",male,NA,0,0,349254,7.8958,NA,C,NA,Under 50
602,Died,3,"Slabenoff, Mr. Petco",male,NA,0,0,349214,7.8958,NA,S,NA,Under 50
651,Died,3,"Mitkoff, Mr. Mito",male,NA,0,0,349221,7.8958,NA,S,NA,Under 50
657,Died,3,"Radeff, Mr. Alexander",male,NA,0,0,349223,7.8958,NA,S,NA,Under 50
739,Died,3,"Ivanoff, Mr. Kanio",male,NA,0,0,349201,7.8958,NA,S,NA,Under 50
740,Died,3,"Nankoff, Mr. Minko",male,NA,0,0,349218,7.8958,NA,S,NA,Under 50
879,Died,3,"Laleff, Mr. Kristo",male,NA,0,0,349217,7.8958,NA,S,NA,Under 50
553,Died,3,"O'Brien, Mr. Timothy",male,NA,0,0,330979,7.8292,NA,Q,NA,Under 50
668,Died,3,"Rommetvedt, Mr. Knud Paust",male,NA,0,0,312993,7.775,NA,S,NA,Under 50
127,Died,3,"McMahon, Mr. Martin",male,NA,0,0,370372,7.75,NA,Q,NA,Under 50
197,Died,3,"Mernagh, Mr. Robert",male,NA,0,0,368703,7.75,NA,Q,NA,Under 50
215,Died,3,"Kiernan, Mr. Philip",male,NA,1,0,367229,7.75,NA,Q,NA,Under 50
261,Died,3,"Smith, Mr. Thomas",male,NA,0,0,384461,7.75,NA,Q,NA,Under 50
265,Died,3,"Henry, Miss. Delia",female,NA,0,0,382649,7.75,NA,Q,NA,Under 50
429,Died,3,"Flynn, Mr. James",male,NA,0,0,364851,7.75,NA,Q,NA,Under 50
460,Died,3,"O'Connor, Mr. Maurice",male,NA,0,0,371060,7.75,NA,Q,NA,Under 50
561,Died,3,"Morrow, Mr. Thomas Rowan",male,NA,0,0,372622,7.75,NA,Q,NA,Under 50
594,Died,3,"Bourke, Miss. Mary",female,NA,0,2,364848,7.75,NA,Q,NA,Under 50
614,Died,3,"Horgan, Mr. John",male,NA,0,0,370377,7.75,NA,Q,NA,Under 50
777,Died,3,"Tobin, Mr. Roger",male,NA,0,0,383121,7.75,F38,Q,NA,Under 50
791,Died,3,"Keane, Mr. Andrew ""Andy""",male,NA,0,0,12460,7.75,NA,Q,NA,Under 50
779,Died,3,"Kilgannon, Mr. Thomas J",male,NA,0,0,36865,7.7375,NA,Q,NA,Under 50
630,Died,3,"O'Connell, Mr. Patrick D",male,NA,0,0,334912,7.7333,NA,Q,NA,Under 50
389,Died,3,"Sadlier, Mr. Matthew",male,NA,0,0,367655,7.7292,NA,Q,NA,Under 50
469,Died,3,"Scanlan, Mr. James",male,NA,0,0,36209,7.725,NA,Q,NA,Under 50
503,Died,3,"O'Sullivan, Miss. Bridget Mary",female,NA,0,0,330909,7.6292,NA,Q,NA,Under 50
236,Died,3,"Harknett, Miss. Alice Phoebe",female,NA,0,0,W./C. 6609,7.55,NA,S,NA,Under 50
649,Died,3,"Willey, Mr. Edward",male,NA,0,0,S.O./P.P. 751,7.55,NA,S,NA,Under 50
155,Died,3,"Olsen, Mr. Ole Martin",male,NA,0,0,Fa 265302,7.3125,NA,S,NA,Under 50
251,Died,3,"Reed, Mr. James George",male,NA,0,0,362316,7.25,NA,S,NA,Under 50
426,Died,3,"Wiseman, Mr. Phillippe",male,NA,0,0,A/4. 34244,7.25,NA,S,NA,Under 50
471,Died,3,"Keefe, Mr. Arthur",male,NA,0,0,323592,7.25,NA,S,NA,Under 50
525,Died,3,"Kassem, Mr. Fared",male,NA,0,0,2700,7.2292,NA,C,NA,Under 50
532,Died,3,"Toufik, Mr. Nakli",male,NA,0,0,2641,7.2292,NA,C,NA,Under 50
569,Died,3,"Doharr, Mr. Tannous",male,NA,0,0,2686,7.2292,NA,C,NA,Under 50
833,Died,3,"Saad, Mr. Amin",male,NA,0,0,2671,7.2292,NA,C,NA,Under 50
860,Died,3,"Razi, Mr. Raihed",male,NA,0,0,2629,7.2292,NA,C,NA,Under 50
27,Died,3,"Emir, Mr. Farred Chehab",male,NA,0,0,2631,7.225,NA,C,NA,Under 50
355,Died,3,"Yousif, Mr. Wazli",male,NA,0,0,2647,7.225,NA,C,NA,Under 50
523,Died,3,"Lahoud, Mr. Sarkis",male,NA,0,0,2624,7.225,NA,C,NA,Under 50
599,Died,3,"Boulos, Mr. Hanna",male,NA,0,0,2664,7.225,NA,C,NA,Under 50
774,Died,3,"Elias, Mr. Dibo",male,NA,0,0,2674,7.225,NA,C,NA,Under 50
612,Died,3,"Jardin, Mr. Jose Neto",male,NA,0,0,SOTON/O.Q. 3101305,7.05,NA,S,NA,Under 50
826,Died,3,"Flynn, Mr. John",male,NA,0,0,368323,6.95,NA,Q,NA,Under 50
412,Died,3,"Hart, Mr. Henry",male,NA,0,0,394140,6.8583,NA,Q,NA,Under 50
278,Died,2,"Parkes, Mr. Francis ""Frank""",male,NA,0,0,239853,0,NA,S,NA,Under 50
414,Died,2,"Cunningham, Mr. Alfred Fleming",male,NA,0,0,239853,0,NA,S,NA,Under 50
467,Died,2,"Campbell, Mr. William",male,NA,0,0,239853,0,NA,S,NA,Under 50
482,Died,2,"Frost, Mr. Anthony Wood ""Archie""",male,NA,0,0,239854,0,NA,S,NA,Under 50
634,Died,1,"Parr, Mr. William Henry Marsh",male,NA,0,0,112052,0,NA,S,NA,Under 50
675,Died,2,"Watson, Mr. Ennis Hastings",male,NA,0,0,239856,0,NA,S,NA,Under 50
733,Died,2,"Knight, Mr. Robert J",male,NA,0,0,239855,0,NA,S,NA,Under 50
816,Died,1,"Fry, Mr. Richard",male,NA,0,0,112058,0,B102,S,NA,Under 50
631,Survived,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,0,27042,30,A23,S,Elder,Under 50
276,Survived,1,"Andrews, Miss. Kornelia Theodosia",female,63,1,0,13502,77.9583,D7,S,Elder,Over 50
484,Survived,3,"Turkula, Mrs. (Hedwig)",female,63,0,0,4134,9.5875,NA,S,Elder,Under 50
830,Survived,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,0,113572,80,B28,NA,Elder,Over 50
571,Survived,2,"Harris, Mr. George",male,62,0,0,S.W./PP 752,10.5,NA,S,Elder,Under 50
588,Survived,1,"Frolicher-Stehli, Mr. Maxmillian",male,60,1,1,13567,79.2,B41,C,Elder,Over 50
367,Survived,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,75.25,D37,C,Elder,Over 50
269,Survived,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58,0,1,PC 17582,153.4625,C125,S,Middle Aged,Over 50
196,Survived,1,"Lurette, Miss. Elise",female,58,0,0,PC 17569,146.5208,B80,C,Middle Aged,Over 50
12,Survived,1,"Bonnell, Miss. Elizabeth",female,58,0,0,113783,26.55,C103,S,Middle Aged,Under 50
880,Survived,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1,11767,83.1583,C50,C,Middle Aged,Over 50
648,Survived,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,13213,35.5,A26,C,Middle Aged,Under 50
16,Survived,2,"Hewlett, Mrs. (Mary D Kingcome) ",female,55,0,0,248706,16,NA,S,Middle Aged,Under 50
497,Survived,1,"Eustis, Miss. Elizabeth Mussey",female,54,1,0,36947,78.2667,D20,C,Middle Aged,Over 50
514,Survived,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,PC 17603,59.4,NA,C,Middle Aged,Over 50
775,Survived,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,23,NA,S,Middle Aged,Under 50
572,Survived,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,2,0,11769,51.4792,C101,S,Middle Aged,Over 50
821,Survived,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,1,1,12749,93.5,B69,S,Middle Aged,Over 50
592,Survived,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,78.2667,D20,C,Middle Aged,Over 50
450,Survived,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,S,Middle Aged,Under 50
766,Survived,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,1,0,13502,77.9583,D11,S,Middle Aged,Over 50
858,Survived,1,"Daly, Mr. Peter Denis ",male,51,0,0,113055,26.55,E17,S,Middle Aged,Under 50
300,Survived,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50,0,1,PC 17558,247.5208,B58 B60,C,Middle Aged,Over 50
661,Survived,1,"Frauenthal, Dr. Henry William",male,50,2,0,PC 17611,133.65,NA,S,Middle Aged,Over 50
260,Survived,2,"Parrish, Mrs. (Lutie Davis)",female,50,0,1,230433,26,NA,S,Middle Aged,Under 50
459,Survived,2,"Toomey, Miss. Ellen",female,50,0,0,F.C.C. 13531,10.5,NA,S,Middle Aged,Under 50
527,Survived,2,"Ridsdale, Miss. Lucy",female,50,0,0,W./C. 14258,10.5,NA,S,Middle Aged,Under 50
454,Survived,1,"Goldenberg, Mr. Samuel L",male,49,1,0,17453,89.1042,C92,C,Middle Aged,Over 50
53,Survived,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49,1,0,PC 17572,76.7292,D33,C,Middle Aged,Over 50
600,Survived,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,1,0,PC 17485,56.9292,A20,C,Middle Aged,Over 50
797,Survived,1,"Leader, Dr. Alice (Farnham)",female,49,0,0,17465,25.9292,D17,S,Middle Aged,Under 50
646,Survived,1,"Harper, Mr. Henry Sleeper",male,48,1,0,PC 17572,76.7292,D33,C,Middle Aged,Over 50
755,Survived,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,220845,65,NA,S,Middle Aged,Over 50
713,Survived,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52,C126,S,Middle Aged,Over 50
557,Survived,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,39.6,A16,C,Middle Aged,Under 50
461,Survived,1,"Anderson, Mr. Harry",male,48,0,0,19952,26.55,E12,S,Middle Aged,Under 50
863,Survived,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0,17466,25.9292,D17,S,Middle Aged,Under 50
872,Survived,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,1,11751,52.5542,D35,S,Middle Aged,Over 50
857,Survived,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,164.8667,NA,S,Middle Aged,Over 50
188,Survived,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45,0,0,111428,26.55,NA,S,Middle Aged,Under 50
441,Survived,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,F.C.C. 13529,26.25,NA,S,Middle Aged,Under 50
707,Survived,2,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,223596,13.5,NA,S,Middle Aged,Under 50
339,Survived,3,"Dahl, Mr. Karl Edwart",male,45,0,0,7598,8.05,NA,S,Middle Aged,Under 50
524,Survived,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,1,111361,57.9792,B18,C,Middle Aged,Over 50
195,Survived,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44,0,0,PC 17610,27.7208,B4,C,Middle Aged,Under 50
415,Survived,3,"Sundman, Mr. Johan Julian",male,44,0,0,STON/O 2. 3101269,7.925,NA,S,Middle Aged,Under 50
780,Survived,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,211.3375,B3,S,Middle Aged,Over 50
381,Survived,1,"Bidois, Miss. Rosalie",female,42,0,0,PC 17757,227.525,NA,C,Middle Aged,Over 50
622,Survived,1,"Kimball, Mr. Edwin Nelson Jr",male,42,1,0,11753,52.5542,D19,S,Middle Aged,Over 50
708,Survived,1,"Calderhead, Mr. Edward Pennington",male,42,0,0,PC 17476,26.2875,E24,S,Middle Aged,Under 50
433,Survived,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,SC/AH 3085,26,NA,S,Middle Aged,Under 50
289,Survived,2,"Hosono, Mr. Masabumi",male,42,0,0,237798,13,NA,S,Middle Aged,Under 50
866,Survived,2,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,13,NA,S,Middle Aged,Under 50
338,Survived,1,"Burns, Miss. Elizabeth Margaret",female,41,0,0,16966,134.5,E40,C,Middle Aged,Over 50
273,Survived,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41,0,1,250644,19.5,NA,S,Middle Aged,Under 50
610,Survived,1,"Shutes, Miss. Elizabeth W",female,40,0,0,PC 17582,153.4625,C125,S,Middle Aged,Over 50
320,Survived,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40,1,1,16966,134.5,E34,C,Middle Aged,Over 50
671,Survived,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,39,NA,S,Middle Aged,Under 50
210,Survived,1,"Blank, Mr. Henry",male,40,0,0,112277,31,A31,C,Middle Aged,Under 50
162,Survived,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40,0,0,C.A. 33595,15.75,NA,S,Middle Aged,Under 50
347,Survived,2,"Smith, Miss. Marion Elsie",female,40,0,0,31418,13,NA,S,Middle Aged,Under 50
582,Survived,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,17421,110.8833,C68,C,Middle Aged,Over 50
836,Survived,1,"Compton, Miss. Sara Rebecca",female,39,1,1,PC 17756,83.1583,E49,C,Middle Aged,Over 50
559,Survived,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,79.65,E67,S,Middle Aged,Over 50
578,Survived,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,13507,55.9,E44,S,Middle Aged,Over 50
401,Survived,3,"Niskanen, Mr. Juha",male,39,0,0,STON/O 2. 3101289,7.925,NA,S,Middle Aged,Under 50
717,Survived,1,"Endres, Miss. Caroline Louise",female,38,0,0,PC 17757,227.525,C45,C,Middle Aged,Over 50
225,Survived,1,"Hoyt, Mr. Frederick Maxfield",male,38,1,0,19943,90,C93,S,Middle Aged,Over 50
62,Survived,1,"Icard, Miss. Amelie",female,38,0,0,113572,80,B28,NA,Middle Aged,Over 50
2,Survived,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",female,38,1,0,PC 17599,71.2833,C85,C,Middle Aged,Over 50
26,Survived,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38,1,5,347077,31.3875,NA,S,Middle Aged,Under 50
249,Survived,1,"Beckwith, Mr. Richard Leonard",male,37,1,1,11751,52.5542,D35,S,Middle Aged,Over 50
680,Survived,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,Middle Aged,Over 50
326,Survived,1,"Young, Miss. Marie Grice",female,36,0,0,PC 17760,135.6333,C32,C,Middle Aged,Over 50
391,Survived,1,"Carter, Mr. William Ernest",male,36,1,2,113760,120,B96 B98,S,Middle Aged,Over 50
764,Survived,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,2,113760,120,B96 B98,S,Middle Aged,Over 50
541,Survived,1,"Crosby, Miss. Harriet R",female,36,0,2,WE/P 5735,71,B22,S,Middle Aged,Over 50
573,Survived,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,0,0,PC 17474,26.3875,E25,S,Middle Aged,Under 50
513,Survived,1,"McGough, Mr. James Robert",male,36,0,0,PC 17473,26.2875,E25,S,Middle Aged,Under 50
519,Survived,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,1,0,226875,26,NA,S,Middle Aged,Under 50
560,Survived,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,17.4,NA,S,Middle Aged,Under 50
328,Survived,2,"Ball, Mrs. (Ada E Hall)",female,36,0,0,28551,13,D,S,Middle Aged,Under 50
388,Survived,2,"Buss, Miss. Kate",female,36,0,0,27849,13,NA,S,Middle Aged,Under 50
259,Survived,1,"Ward, Miss. Anna",female,35,0,0,PC 17755,512.3292,NA,C,Middle Aged,Over 50
738,Survived,1,"Lesurer, Mr. Gustave J",male,35,0,0,PC 17755,512.3292,B101,C,Middle Aged,Over 50
270,Survived,1,"Bissette, Miss. Amelia",female,35,0,0,PC 17760,135.6333,C99,S,Middle Aged,Over 50
487,Survived,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,19943,90,C93,S,Middle Aged,Over 50
231,Survived,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35,1,0,36973,83.475,C83,S,Middle Aged,Over 50
4,Survived,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",female,35,1,0,113803,53.1,C123,S,Middle Aged,Over 50
384,Survived,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,52,NA,S,Middle Aged,Over 50
605,Survived,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,0,0,111426,26.55,NA,C,Middle Aged,Under 50
702,Survived,1,"Silverthorne, Mr. Spencer Victor",male,35,0,0,PC 17475,26.2875,E24,S,Middle Aged,Under 50
212,Survived,2,"Cameron, Miss. Clear Annie",female,35,0,0,F.C.C. 13528,21,NA,S,Middle Aged,Under 50
280,Survived,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35,1,1,C.A. 2673,20.25,NA,S,Middle Aged,Under 50
417,Survived,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,32.5,NA,S,Middle Aged,Under 50
448,Survived,1,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,26.55,NA,S,Middle Aged,Under 50
99,Survived,2,"Doling, Mrs. John T (Ada Julia Bone)",female,34,0,1,231919,23,NA,S,Middle Aged,Under 50
22,Survived,2,"Beesley, Mr. Lawrence",male,34,0,0,248698,13,D56,S,Middle Aged,Under 50
577,Survived,2,"Garside, Miss. Ethel",female,34,0,0,243880,13,NA,S,Middle Aged,Under 50
517,Survived,2,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,C.A. 34260,10.5,F33,S,Middle Aged,Under 50
413,Survived,1,"Minahan, Miss. Daisy E",female,33,1,0,19928,90,C78,Q,Middle Aged,Over 50
760,Survived,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,B77,S,Middle Aged,Over 50
810,Survived,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,0,113806,53.1,E8,S,Middle Aged,Over 50
473,Survived,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,C.A. 34651,27.75,NA,S,Middle Aged,Under 50
507,Survived,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,26,NA,S,Middle Aged,Under 50
86,Survived,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33,3,0,3101278,15.85,NA,S,Middle Aged,Under 50
124,Survived,2,"Webber, Miss. Susan",female,33,0,0,27267,13,E101,S,Middle Aged,Under 50
219,Survived,1,"Bazzani, Miss. Albina",female,32,0,0,11813,76.2917,D15,C,Middle Aged,Over 50
75,Survived,3,"Bing, Mr. Lee",male,32,0,0,1601,56.4958,NA,S,Middle Aged,Over 50
839,Survived,3,"Chip, Mr. Chang",male,32,0,0,1601,56.4958,NA,S,Middle Aged,Over 50
633,Survived,1,"Stahelin-Maeglin, Dr. Max",male,32,0,0,13214,30.5,B50,C,Middle Aged,Under 50
544,Survived,2,"Beane, Mr. Edward",male,32,1,0,2908,26,NA,S,Middle Aged,Under 50
191,Survived,2,"Pinsky, Mrs. (Rosa)",female,32,0,0,234604,13,NA,S,Middle Aged,Under 50
430,Survived,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,Middle Aged,Under 50
580,Survived,3,"Jussila, Mr. Eiriik",male,32,0,0,STON/O 2. 3101286,7.925,NA,S,Middle Aged,Under 50
570,Survived,3,"Jonsson, Mr. Carl",male,32,0,0,350417,7.8542,NA,S,Middle Aged,Under 50
319,Survived,1,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,C7,S,Middle Aged,Over 50
216,Survived,1,"Newell, Miss. Madeleine",female,31,1,0,35273,113.275,D36,C,Middle Aged,Over 50
691,Survived,1,"Dick, Mr. Albert Adrian",male,31,1,0,17474,57,B20,S,Middle Aged,Over 50
802,Survived,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,C.A. 31921,26.25,NA,S,Middle Aged,Under 50
329,Survived,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,1,363291,20.525,NA,S,Middle Aged,Under 50
674,Survived,2,"Wilhelms, Mr. Charles",male,31,0,0,244270,13,NA,S,Middle Aged,Under 50
798,Survived,3,"Osman, Mrs. Mara",female,31,0,0,349244,8.6833,NA,S,Middle Aged,Under 50
745,Survived,3,"Stranden, Mr. Juho",male,31,0,0,STON/O 2. 3101288,7.925,NA,S,Middle Aged,Under 50
538,Survived,1,"LeRoy, Miss. Bertha",female,30,0,0,PC 17761,106.425,NA,C,Middle Aged,Over 50
521,Survived,1,"Perreault, Miss. Anne",female,30,0,0,12749,93.5,B73,S,Middle Aged,Over 50
258,Survived,1,"Cherry, Miss. Gladys",female,30,0,0,110152,86.5,B77,S,Middle Aged,Over 50
310,Survived,1,"Francatelli, Miss. Laura Mabel",female,30,0,0,PC 17485,56.9292,E36,C,Middle Aged,Over 50
843,Survived,1,"Serepeca, Miss. Augusta",female,30,0,0,113798,31,NA,C,Middle Aged,Under 50
